,Date,Pos,Neg,Tweet_date,text,favorites,retweets,Senti,score
106,2019년 6월 2주,49.50%,45.40%,2019-05-26,"올해는 한국영화 100년을 맞는 뜻깊은 해입니다. 오늘 새벽 우리에게 전해진 종려나무 잎사귀는 그동안 우리 영화를 키워온 모든 영화인과 수준높은 관객으로 영화를 사랑해온 우리 국민들에게 의미있는 선물이 되었습니다. 한류 문화의 위상이 한층 높아졌습니다. 다시 한번 수상을 축하합니다.봉준호 감독님의 제72회 칸영화제 황금종려상 수상을 축하합니다. 수상작 '기생충'이 지난 1년 제작된 세계의 모든 영화 중에서 가장 뛰어난 작품으로 인정받았습니다. 매우 영예로운 일입니다. 우리 영화를 아끼는 국민들과 함께 수상을 마음껏 기뻐합니다. 리비아에서 장기간의 납치를 겪고 최근 무사귀환한 분의 따님이 제게 감사편지를 보내왔습니다. 아버지의 무사귀환을 위해 수고해주신 외교부 공직자들에 대한 감사인사도 담겨 있습니다. 이분들께 큰 격려와 위로가 될 것 같아, 본인의 양해를 받아 편지를 공개합니다. https://www.facebook.com/moonbyun1/posts/1952780798161596?__tn__=-R한편으로 외교적으로 극히 민감할 수 있는 정상 간의 통화 내용까지 유출하면서 정쟁의 소재로 삼고, 국민의 알권리라거나 공익제보라는 식으로 두둔하고 비호하는 정당의 행태에 대해 깊은 유감을 표합니다. 국가 운영의 근본에 관한 문제만큼은 기본과 상식을 지켜 줄 것을 요청합니다.올해는 포괄 안보의 개념을 처음으로 연습에 적용하여 새롭게 개발된 을지태극연습을 실시하고 있습니다. 정부와 군, 국민이 함께 참가하는 이번 연습은 전시 대비 연습으로만 진행하던 을지연습과 달리 대규모 복합재난에 대비한 국가 위기 대응 연습을 추가하였습니다. https://www.facebook.com/181808448592182/posts/1952677134838629?s=100017533535245&amp;sfns=mo2017년 이후 2년 만에 민·관·군이 합동으로 국가위기대응과 전시대비 연습을 하게 되었습니다. 올해 처음 시작하는 을지태극연습은 지난 2년간 크게 달라진 한반도 정세변화와 포괄안보로 안보패러다임이 확장되고 있는 시대적 흐름에 맞춰 새롭게 개발되었습니다. https://m.facebook.com/181808448592182/posts/1952557064850636?s=100017533535245&amp;sfns=mo 실종자에 대한 구조와 수색 작업이 신속히 이루어질 수 있도록 가용 외교 채널을 총동원해서 헝가리 당국과 협력해 주시기 바랍니다. 외교부, 행안부, 국방부, 소방청 등 관계 부처는 이번 사고의 수습과 함께 피해자와 피해자 가족 지원을 위해 총력을 기울여 주시기를 다시 한 번 당부 드립니다.먼저 불의의 사고로 인한 피해자 분들과 그 가족들에게 깊은 위로를 드립니다. 헝가리 당국이 해난구조대를 투입하여 구조를 하고 있는데, 야간인데다 기상이 나빠서 어려움을 겪고 있다고 합니다. https://www.facebook.com/moonbyun1/posts/1954312988008377?__tn__=-R",3402.666667,6069.666667,[0.03220257 0.26523256],1
107,2019년 6월 3주,46.70%,48.30%,2019-06-02,"이미 여러 차례 국회 정상화와 추경의 신속한 처리를 위해 여?야?정 국정상설협의체 개최와 정당 대표들과의 회동을 제안한 바 있습니다. 며칠 후면 순방이 예정되어 있습니다. 최소한 그 이전에 대화와 협력이 복원되고, 국회가 정상화되길 기대합니다. 거듭 정치권의 협조를 당부 드립니다.정부는 모든 외교채널과 자원을 총동원해 마지막까지 최선의 노력을 다할 것입니다. 헝가리 정부와 협력해서 사고원인 규명에도 빈틈이 없도록 하겠습니다. 피해 가족들에 대한 지원은 피해 가족들의 심경을 헤아려 내 가족을 돌보는 마음으로 이뤄져야 할 것입니다.먼저, 헝가리에서 불의의 사고로 목숨을 잃은 분들의 명복을 빌며 유가족들께 깊은 애도의 말씀을 드립니다. 아직도 생사를 알 수 없는 실종자들과 가족들이 겪고 있을 고통스러운 시간에 마음이 아픕니다. https://www.facebook.com/moonbyun1/photos/a.263896370383389/1961032780669731/?type=3&amp;theater 나라와 국민을 위한 참전용사와 민주화유공자의 희생과 헌신이 후손들에게 자랑스러운 유산으로 전해질 때 새로운 100년의 길은 희망이 길이 될 것입니다. 국가를 위해 희생하고 헌신한 여러분의 이야기가 어제의 역사가 아닌 살아 숨 쉬는 오늘의 역사가 되도록 늘 노력하겠습니다.정부는 지난 2년 동안 국가유공자와 보훈가족들이 피부로 느끼는 보훈, 국민의 마음을 담은 ‘따뜻한 보훈’을 실현하기 위해 노력해왔습니다. 정부의 노력에 더해 국가유공자들께서도 스스로 보훈을 실천해주셨습니다. 참으로 뜻깊고 고마운 일입니다. https://www.facebook.com/moonbyun1/posts/1962601717179504?__tn__=K-R-R 창원시를 명실상부한 ‘환경수도’로 만들어낸 시민들과 함께 환경의 날 기념식을 갖게 되어 매우 자랑스럽고 뜻깊습니다. 이제 창원시는 우리나라 대표적인 제조업 도시에서 산업과 환경이 공존하는 미래형 도시가 되고 있습니다. https://www.facebook.com/181808448592182/posts/1964450166994659?s=100017533535245&amp;sfns=mo 우리의 가슴에는 수많은 노래가 담겨있습니다. 조국에 대한 노래, 어머니에 대한 노래, 전우에 대한 노래, 이 노래는 멈추지 않고 불릴 것입니다. 우리의 하늘에는 전몰장병들과 순직자의 별들이 영원히 빛날 것입니다. 대한민국은 미래를 향한 전진을 멈추지 않을 것입니다.지금의 대한민국에는 보수와 진보의 노력이 함께 녹아 있습니다. 저는 보수이든 진보이든 모든 애국을 존경합니다. 상식의 선 안에서 애국을 생각한다면 우리는 통합된 사회로 발전해갈 수 있을 것입니다. 그것이야말로 이 시대의 진정한 보훈이라고 믿습니다. https://www.facebook.com/moonbyun1/posts/1965870540185955",2511.458333,4667.333333,[0.03220257 0.26523256],1
108,2019년 6월 4주,47.60%,47.60%,2019-06-09,"평양 방문에 모시고 가지 못해 안타까웠습니다. 평화의 소식을 가장 먼저 알려드리고 싶었는데 벌써 여사님의 빈자리가 느껴집니다. 두 분 만나셔서 많은 이야기를 나누고 계시겠지요. 순방을 마치고 바로 뵙겠습니다. 하늘 나라에서 우리의 평화를 위해 두 분께서 늘 응원해주시리라 믿습니다.여사님은 정치인 김대중 대통령의 배우자, 영부인이기 이전에 대한민국 1세대 여성운동가입니다. 대한여자청년단, 여성문제연구원 등을 창설해 활동하셨고, YWCA 총무로 여성운동에 헌신하셨습니다. 민주화운동에 함께 하셨을뿐 아니라 김대중 정부의 여성부 설치에도 많은 역할을 하셨습니다.이희호 여사님께서 김대중 대통령님을 만나러 가셨습니다. 조금만 더 미뤄도 좋았을텐데, 그리움이 깊으셨나봅니다. 평생 동지로 살아오신 두 분 사이의 그리움은 우리와는 차원이 다르지 않을까 생각해보았습니다. https://www.facebook.com/181808448592182/posts/1973361996103476?s=100001793593035&amp;sfns=mo 핀란드와 우리는 혁신적 포용사회, 일과 가정이 균형을 이루는 사회를 만들기 위해 협력할 것입니다. 미래 신성장 산업, 스타트업과 혁신 분야에서 서로에게 도움을 주게 될 것입니다. 따뜻하게 맞아주신 핀란드 국민들과 니니스퇴 @niinisto 대통령님, 린네 총리 @AnttiRinnepj 님께 감사드립니다.헬싱키의 나무들은 키가 큽니다. 자연은 자연대로 자라고, 사람은 자연에게 공간을 빌려 어울려 사는 듯 합니다. 핀란드의 혁신도 그런 조화로부터 시작되고 있었습니다. 매년 5, 6월이 되면 스칸디나비아 반도에서 가장 높은 ‘갈회피겐 산’에서 만년설이 녹아내립니다. 좁고 긴 피오르드를 거쳐 광활한 대양과 만납니다. 한반도 평화의 여정이 결코 쉽지는 않을 것입니다. 그러나 만년설이 녹아 대양으로 흘러가듯 한반도의 평화도 대양에 다다르게 될 것입니다.국민의 힘으로 평화를 만든 노르웨이에서 지혜를 배웁니다. 첫째, 일상을 바꾸는 적극적 평화. 둘째, 이웃국가의 분쟁과 갈등 해결에 기여하는 평화입니다. 남북의 주민들이 분단으로 겪는 구조적 폭력을 평화적으로 해결해야 합니다. 저는 이것을 ‘국민을 위한 평화’로 부르고 싶습니다.‘2차 북미 정상회담’ 이후 대화가 교착상태를 보이고 있지만, 서로를 깊이 이해하는 시간이 필요하기 때문입니다. 지난 70년 적대해왔던 마음을 녹여내는 과정입니다. 지금 필요한 것은 새로운 비전이나 선언이 아닙니다. 서로에 대한 이해와 신뢰, 대화의 의지를 더욱 확고히 하는 것입니다.노르웨이가 단 한 번도 평화를 위한 여정을 멈추지 않고 오늘의 평화를 이룬 것처럼 한국 정부 또한 평화를 위해 뚜벅뚜벅 걸어갈 것이며, 반드시 평화를 이룰 것입니다. https://www.facebook.com/181808448592182/posts/1976525155787160?s=100017533535245&amp;sfns=mo 국민이 행복하기 위해서는 ""꼭 경제성장만이 주요 목표가 되어서는 안 되고, 사회적인 균형이 있어야 된다""라는 솔베르그 총리의 말씀을 가슴에 담고 갑니다. 높은 성평등을 이뤄낼 수 있었던 것도 누구 하나 배제되지 않기를 바라는 노르웨이 국민들의 노력이 있었기에 가능했으리라 생각합니다.노르웨이는 국제분쟁 해결뿐 아니라 일상에서 국민들이 평화를 만끽하도록 노력해왔습니다. 저는 깊은 감명을 받았고, 오슬로포럼 연설에서 우리 국민들이 당연히 누려야할 평화를 먼저 실천해가자고 말씀드렸습니다.노르웨이는 우리에게 ‘평화’로 기억되는 나라입니다. 한국전쟁 당시 노르웨이 출신 ‘트리그베 리’ 초대 유엔사무총장이 국제사회에 강력한 요청한 덕분에 유엔군이 파병되었습니다. “겨울은 힘들었지만 이제 여름이 오고, 땅은 우리가 똑바로 걷기를 원한다“ 스웨덴 국민시인인 트란스트뢰메르가 노래한 것처럼 한반도에 따뜻한 계절이 오고 있습니다. 우리는 국제사회의 신뢰를 저버리지 않기 위해 언제나 똑바로 한반도 평화를 향해 걸어갈 것입니다. https://www.facebook.com/181808448592182/posts/1979781388794870?s=100005158987752&amp;sfns=mo스웨덴이 어느 국가보다 먼저 핵을 포기할 수 있었던 데는 인류가 새로운 미래를 만들 수 있다는 신뢰를 가졌기 때문입니다. 한반도 역시 신뢰를 통해 평화를 만들고 평화를 통해 신뢰를 더욱 단단하게 만들어야 합니다. 저는 오늘 이 자리에서 남과 북 간에 세 가지 신뢰를 제안합니다. ""멋지게 놀고 나온 우리 선수들 자랑스럽습니다"" 대한민국 남자 축구 역사상 첫 FIFA 결승전이었습니다. 스톡홀름의 백야처럼 대한민국의 밤도 낮처럼 환해졌습니다. 순방을 마치고 돌아가는 길에 저도 응원의 마음을 보탰습니다. 밤잠을 잊고 지켜보신 국민들도 아쉽지만 즐거웠으리라 믿습니다.한국과 스웨덴. 두 나라 사이에 멋진 다리가 놓인 기분입니다. 이제 스웨덴 국민들의 혁신적이면서도 따뜻하고 서로를 존중하는 마음을 담아 돌아갑니다. 핀란드, 노르웨이, 스웨덴 순방의 성과가 경제 활력과 한반도 평화로 이어질 수 있도록 하겠습니다. https://www.facebook.com/181808448592182/posts/1981885555251120?s=100005158987752&amp;sfns=mo스웨덴 수도 스톡홀름은 14개의 섬을 연결해 만든 도시입니다. 57개의 다리가 있다고 하는데, 눈길 닿는 곳마다 크고 작은 다리들이 인상적이었습니다. 자연과 사람 사이를 잇고, 마음과 마음이 가까워지면서 살기좋은 나라 스웨덴이 된 것 같습니다.",2920.25,4961.319444,[0.03220257 0.26523256],1
109,2019년 7월 1주,51.30%,43.80%,2019-06-16,"‘제조업 부흥’이 ‘경제부흥’으로 이어지려면 기업인과 국회, 정부가 한마음이 되어야 합니다. ‘제조업 4강, 국민소득 4만 불 대한민국’의 꿈을 우리가 함께 이뤄갑시다. 국민들께서도 함께 응원해주시기 바랍니다. https://www.facebook.com/181808448592182/posts/1987707851335557?s=100005158987752&amp;sfns=mo I find myself reflecting once again on the spirit and meaning of yoga today. I look forward to being reunited with Prime Minister Modi @PMOIndia at the G20 Summit in Osaka, Japan next week. We will continue to stand together for peace and happiness of humankind.모디 총리님 @narendramodi 의 노력으로 유엔은 ‘세계 요가의 날’을 정했고, 오늘이 그 날입니다. 이미 많은 세계인이 요가로 마음과 몸을 수련하며 달라진 삶을 경험하고 있습니다. 오늘 다시 요가의 정신과 의미를 되새겨봅니다. 다음 주 G20 정상회의에서 모디 총리님과의 재회가 기다려집니다.",2260.25,4543.75,[-1.1685671  1.1558204],1
110,2019년 7월 2주,47.80%,47.30%,2019-06-23,"두 번 다시 전쟁 걱정 없는, 평화로운 한반도를 만드는 것이 참전용사 여러분의 희생과 헌신에 보답하는 길이라 믿습니다. 참전용사들이야말로 누구보다 평화의 소중함을 절실히 느끼고 계실 것입니다. 늘 건강하게 평화의 길을 응원해주시고 우리 국민들 곁에 오래오래 함께 해주시길 바랍니다.참전용사와 가족들을 청와대로 모신 것이 오늘이 처음이라고 합니다. 그동안 참전용사와 가족분들을 외부 행사장에서 뵙고 헤어지는 것이 아쉬웠는데, 이렇게 청와대에 모시게 되어 매우 뜻깊게 생각합니다. https://bit.ly/2WYH8rA ""일상에서 함께 살아가기 위하여” 누구든 공동체 안에서 자기 역할이 있습니다. 인권을 존중하고 다양성을 인정할 때 사회는 더 풍요로워질 것입니다. 정부는 7월부터 장애등급제를 단계적으로 폐지합니다. 장애인들이 맞춤형 서비스를 받으며 함께 살아갈 수 있도록 국가의 역할을 다하고자 합니다. 이기흥 대한체육회장님의 국제올림픽위원회(IOC) 위원 선출을 국민들과 함께 축하합니다. 우리 국민들은 평창동계올림픽과 패럴림픽의 성공을 위해 힘을 모아주셨고, 성공적으로 평화올림픽을 만들어냈습니다. 회장님의 IOC 위원 선출은 우리 국민들이 함께 얻어낸 값진 결과라고 생각합니다. 모디 총리님 @narendramodi 을 다시 만나 반갑게 인사했습니다. 지난 2월 총리님의 국빈방문 이후 4개월 만입니다. 인도의 신동방정책과 한국의 신남방정책이 만나고 있습니다. 총리님과의 굳건한 신뢰와 우정을 바탕으로 양국관계는 더욱 깊어질 것입니다.Great pleasure to meet with PM @narendramodi again after his state visit to Korea in this February. India’s Act East Policy &amp; Korea’s New Southern Policy are meeting with each other. Our bilateral relations will be further deepened based on our steadfast trust and friendship. 많은 나라가 우리와 협력하기를 바라고 있습니다. 우리 경제의 역량이 높아졌고, 민주주의를 일궈낸 역량을 높이 평가하기 때문입니다. 국민여러분, 감사합니다. 우리는 거대한 물줄기를 바꾸고 있습니다. 두렵지만 매우 보람된 일이 될 것입니다. 우리부터 서로 믿고 격려하며 지치지 않길 바랍니다.오사카를 떠나며 G20 정상회의를 마치고 구름이 걷히지 않은 오사카를 떠납니다. 지금 지구촌의 공통된 관심은 역시 ""지속가능하고 포용적인 성장을 할 수 있을까?""였습니다. 각 나라의 정상들은 이를 함께 이뤄나가자 결의했고 협력을 약속했습니다.",2758.3,5052.1,[-2.2661388  2.279379 ],1
111,2019년 7월 3주,51.80%,43.10%,2019-06-30,"노영민 비서실장이 트위터를 시작했습니다. 국민여러분과 직접 소통하며 있는그대로의 대한민국을 소상히 알려드리고 싶다고 합니다. 많은 응원과 팔로우 부탁드립니다. 정부의 약속은 굳건합니다. 2022년까지 정부가 계획한 대로 추진해나가면 국민 한분 한분의 건강을 보장하면서 의료비 부담을 최대한 줄이고, 동시에 건강보험의 지속가능성도 확보할 수 있을 것입니다. https://m.facebook.com/181808448592182/posts/2009707532468922?s=100005158987752&amp;sfns=mo세계를 감동시킨 북미 정상 간의 판문점 회동은 트럼프 대통령의 SNS를 통한 파격적인 제안과 김정은 위원장의 과감한 호응으로 이루어졌습니다. 한반도의 완전한 비핵화와 항구적 평화체제 구축이라는 실로 어려운 역사적 과제의 해결을 위해서도 끊임없는 상상력의 발동이 필요할 것입니다.지난 일요일 우리 국민들과 전세계인들은 판문점에서 일어나는 역사적인 장면을 지켜봤습니다. 정전협정 66년 만에 사상 최초로 당사국인 북한과 미국의 정상이 군사분계선에서 두 손을 마주 잡았고, 미국의 정상이 특별한 경호 조치 없이 북한 정상의 안내로 군사분계선을 넘어 북한 땅을 밟았습니다. 나보다 우리’를, ‘소유보다 나눔’을 실천하신 사회적 경제인 모두에게 존경의 박수를 보냅니다. 정부도 아낌없이 지원하겠습니다. 우리는 ‘함께 잘 사는 대한민국’, ‘사람중심 경제’를 만들 수 있습니다. 가치 있는 삶, 꿈이 있는 사회를 함께 만들어갑시다. https://www.facebook.com/181808448592182/posts/2014846485288360?s=100005158987752&amp;sfns=mo",3997.222222,7023.888889,[-2.1188645  1.9699605],1
112,2019년 7월 4주,52.10%,43.70%,2019-07-07,"어려움의 해결에 함께 지혜를 모아나가는 것이 아니라, 지나치게 위기를 조장하고 불안감을 조성하는 것은 우리 경제에 해를 끼칠 수 있다는 점을 명심해야 합니다. 세계가 인정하는 우리의 저력을 믿고 대외적 도전에 힘을 모아 함께 극복해 나가야 할 것입니다. https://bit.ly/2Sb184N 공정경제는 공정과 정의가 경제 생태계 속에서 구현되는 것입니다. 그래야만 국민들이 경제생활 속에서 공정과 정의를 체감할 수 있습니다. 공정경제는 또한 혁신성장과 포용성장의 토대입니다. 공정경제 없이는 혁신도, 포용도 불가능합니다. https://bit.ly/32gd89K 기업과 정부가 힘을 모은다면 지금의 어려움은 반드시 극복하고, 우리 경제를 한단계 더 발전시키는 계기로 삼을 수 있을 것입니다. 오늘 우리의 만남이 걱정하시는 국민들에게 희망이 되었으면 좋겠습니다. 늘 그래왔듯이 힘을 모아 위기를 기회로 바꾸어낼 수 있기를 바랍니다.일본 정부가 정치적 목적을 위해 우리 경제에 타격을 주는 조치를 취하고, 아무런 근거 없이 대북 제재와 연결시키는 발언을 하는 것은 양국의 우호와 안보 협력 관계에 결코 바람직하지 않습니다. https://www.facebook.com/moonbyun1/posts/2022757471163928?__xts__[0]=68.ARA3f9CJdDxjYPEnaZRiNkSU2Y1sO1SROJFnQiXogZEtgHe1goW3bU8vCpdJ5qpOPzuu3vcnvw7BYXFCgkKqFGnKLlT7SDgdEzSpzECA3Lsgx0N0t18-JHIT1XTWuYccezT6BmM0NDteLR0u4xRuQdheLYYSjZ0qa4ThQ-StQVg9E8IitWJGJfZoz6YJLHp-z3WQ97J6m2db6a_DFMIKrTHGBISQZimEmciFqBPOXXTCxEsg8Xa56_uwY2NloUKj7qg31TWjD-5in6ALikzAmAr4hXg4SShM0SmjPLDNwizkVYYGsI-NG9xAYm8cqTgalClx&amp;__tn__=-R-R 오늘 전남은 섬, 해양, 하늘, 바람, 천연자원 등 전남이 가지고 있는 풍부한 자연자원을 기반으로 ‘블루 이코노미(Blue Economy) 전남’을 향한 원대한 비전을 발표합니다. 전남 발전과 대한민국 경제 활력의 ‘블루칩’이 될 것으로 기대합니다. https://www.facebook.com/181808448592182/posts/2026438500795825?s=100005158987752&amp;sfns=mo",3712.875,6544.0,[0.03220257 0.26523256],1
113,2019년 7월 5주,49.90%,45.50%,2019-07-14,이번 일본의 수출제한 조치는 상호의존과 상호공생으로 반세기 간 축적해온 한일 경제협력의 틀을 깨는 것입니다. 우리가 일본 정부의 수출제한 조치를 엄중하게 바라볼 수밖에 없는 이유가 여기에 있습니다. https://www.facebook.com/moonbyun1/photos/a.263896370383389/2031221076984234/?type=3&amp;theater,6114.0,9712.0,[-1.4525748  1.4877436],1
114,2019년 8월 1주,50.40%,44.40%,2019-07-21,"지금까지 우리는 가전, 전자, 반도체, 조선 등 많은 산업 분야에서 일본의 절대우위를 하나씩 극복하며 추월해 왔습니다. 우리는 할 수 있습니다. https://m.facebook.com/story.php?story_fbid=2043446189095056&amp;id=181808448592182&amp;sfnsn=mo 4.16희망목공소는 세월호 희생 단원고 학생 엄마, 아빠들이 만든 협동조합입니다. 이분들이 죽은 느티나무 가로수와 참죽나무로 근사한 독서대를 만들었는데, 제일 먼저 제게 보내주셨습니다. 아내에게는 튼튼한 ‘도마’를 보내주셨습니다. 감사합니다. 우리 부부에게 보내주신 것은 희망입니다.규제자유특구는 규제샌드박스를 통해 규제를 해소하면서 신기술 실증과 사업화를 통해 혁신성장을 지방의 성장으로 확산시킬 것입니다. 기업의 본격적인 혁신성장과 실질적인 규제혁신 성과를 체감하게 되길 기대합니다. https://www.facebook.com/181808448592182/posts/2046837145422627?s=100017533535245&amp;sfns=mo 광주형 일자리가 상생형 지역일자리의 영감을 주었다면 구미형 일자리는 이를 큰 흐름으로 만들었습니다. 상생형 지역일자리는 지역경제 활성화와 우리 제조업을 일으켜 세우는 길입니다. https://www.facebook.com/181808448592182/posts/2048686211904387?s=100017533535245&amp;sfns=mo",4513.833333,7562.833333,[0.03220257 0.26523256],1
115,2019년 8월 2주,49.40%,46.30%,2019-07-28,"조은누리 양이 가족의 품으로 돌아와 정말 다행입니다. 온 국민이 애태웠습니다. 일분일초가 안타까웠을 부모님과 가족들께 위로의 마음을 전합니다. 조은누리 양, 무사히 돌아와 고맙습니다.우리는 다시는 일본에게 지지 않을 것입니다. 우리는 수많은 역경을 이겨내고 오늘에 이르렀습니다. 적지 않은 어려움이 예상되지만, 우리 기업들과 국민들에겐 그 어려움을 극복할 역량이 있습니다. https://www1.president.go.kr/articles/6884",9205.0,14477.0,[0.33708796 0.00278636],0
116,2019년 8월 3주,46.20%,50.40%,2019-08-04,일본은 결코 우리 경제의 도약을 막을 수 없습니다. 오히려 경제강국으로 가기 위한 우리의 의지를 더 키워주는 자극제가 될 것입니다. https://www1.president.go.kr/articles/6892,6152.0,10564.0,[ 0.76210815 -0.42853585],0
117,2019년 8월 4주,46.50%,50.20%,2019-08-11,"‘51명의 충청도 할매들’이 음식 한 가지씩 한평생의 손맛을 소개한 요리책을 냈습니다. 라는 책을 낸 51명의 할머니들은 학교를 다니지 않아 글을 모르고 사시다가, 충청남도 교육청 평생교육원에서 초등학교 과정을 이수하며 글을 익히게 된 분들입니다. https://www.facebook.com/181808448592182/posts/2078367515602923/사흘 후면 광복절입니다. 일본 정부의 부당한 경제 보복에 대해 우리 국민들께서 보여주신 성숙한 시민의식에 깊은 존경과 감사를 드립니다. 결연하게 반대하면서도 양국 국민 간의 우호관계를 훼손하지 않으려는 의연하고 대승적인 모습을 보여주고 있습니다. https://www1.president.go.kr/articles/6917 존경하는 독립유공자와 후손들을 제대로 예우하는 일은 한시도 게을리 할 수 없는 정부의 책무입니다. 독립유공자들은 우리 국민 모두의 자부심입니다. 독립유공자 어르신들의 살아생전에 평화와 번영의 한반도를 꼭 보여드리고 싶습니다. 항상 건강하시길 기원합니다. https://www1.president.go.kr/articles/6926시간은 우리를 기다려 주지 않습니다. 정부부터 의사결정과 정책 추진에 속도를 내야 합니다. 부처 간 협업을 강화하고 신속한 결정과 실행으로 산업경쟁력 강화와 새로운 먹거리 창출 환경을 만들고, 기업의 노력을 적극적으로 지원해야 합니다. https://www1.president.go.kr/articles/6922 “내가 살아있는 증거입니다” 우리가 오늘 ‘위안부’ 피해자 할머니들을 기릴 수 있었던 것은 28년 전 오늘, 고(故) 김학순 할머니의 피해사실 첫 증언이 있었기 때문입니다. 우리는 100년 동안 성찰했고 성숙해졌습니다. 이제 어떤 위기도 이겨낼 수 있을 만큼 자신감을 갖게 되었고 평화와 번영의 한반도를 이루기 위한 국민적 역량이 커졌습니다. 우리는 “아무도 흔들 수 없는 나라”를 만들 수 있습니다. https://www1.president.go.kr/articles/6937 우리 산악인 고 민준영, 박종성 직지원정대원이 돌아왔습니다. 2008년 파키스탄 차라쿠사 지역 미답봉을 올라 히말라야 유일의 우리 이름인 직지봉이라 명명했고, 2009년 안나푸르나 히운출리 북벽 직지루트를 개척하던 도중 실종되었습니다. 히말라야 설원에 잠든 지 꼬박 10년만의 귀향입니다.",5794.8,9206.7,[-1.8117615  1.8866935],1
118,2019년 9월 1주,46.30%,49.90%,2019-08-18,"""역사를 두렵게 여기는 진정한 용기"" 김대중 대통령님이 떠난 지 10년이 흘렀지만, 우리는 여전히 삶의 곳곳에서 당신을 만납니다. 국민의 손을 잡고 반발씩, 끝내 민주주의와 평화를 전진시킨 김대중 대통령님이 계셨기에 오늘 우리는 더 많은 희망을 가질 수 있게 되었습니다. 평화경제는 70년 넘는 대결과 불신의 역사를 청산하고, 한반도의 운명을 바꾸는 일입니다. 깨지기 쉬운 유리그릇을 다루듯 조심스럽게 한 걸음씩 나아가는 신중함이 필요합니다. 서로 상대방의 입장을 헤아리고 역지사지하는 지혜와 진정성을 가져야 할 것입니다. https://www1.president.go.kr/articles/6949 하림은 인구 30만이 안 되는 익산에 본사를 두고, 국가균형발전에 새로운 모범이 되어 주었습니다. 더욱이, 2024년까지 총 8,800억 원의 규모의 대규모 투자를 결정했습니다. 2,000명에 달하는 신규 고용 창출과 함께 지역경제 활성화에도 큰 기여를 할 것으로 기대됩니다. https://www1.president.go.kr/articles/6954뿌리가 튼튼해야 흔들리지 않습니다. 탄소섬유는 미래 신산업의 뿌리에 해당하는 핵심 첨단소재입니다. 오늘 탄소섬유 신규투자가 우리 첨단소재 산업의 경쟁력 제고와 함께, 다양한 분야의 신규투자를 촉진하는 마중물이 되기를 바랍니다. https://www1.president.go.kr/articles/6953 ""이용마 기자의 치열했던 삶과 정신을 기억하겠습니다"" 오늘 아침 이용마 기자가 우리 곁을 떠났습니다. 다시 기자의 자리로 돌아와 주길 바랐던 국민의 바람을 뒤로 한 채 먼 길을 떠났습니다. 그의 명복을 빌며, 유족들께 깊은 위로의 마음을 전합니다. 강사법이 2학기부터 시작이 됩니다. 시간강사들의 신분을 보장하고 처우를 개선하자는 그 취지인데, 역설적으로 오히려 강사들의 일자리를 줄이는 결과가 빚어지고 있어 걱정들이 많습니다. 시간강사들의 고용 유지를 위해 함께 노력해 나갔으면 하는 말씀을 드리겠습니다. https://www1.president.go.kr/articles/6966 사랑하는 청년경찰 여러분, 국민과 이웃이 여러분을 믿는 만큼 여러분도 국민을 믿고 국민의 곁으로 더 가까이 다가가 주시기 바랍니다. 정부도 여러분이 대한민국 경찰관이라는 긍지와 자부심을 가질 수 있도록 모든 노력을 다하겠습니다. 대한민국 대통령으로서 여러분을 자랑스럽게 생각합니다.",4324.916667,7756.166667,[-0.6531575  0.5660346],1
119,2019년 9월 2주,47.20%,50.00%,2019-08-25,"에티오피아 용사들은 전쟁 후에도 고아원을 설립하여 전쟁통에 부모를 잃은 아이들을 보살펴 주었습니다. 우리는 강원도 춘천에 ‘에티오피아 한국전 참전기념관’을 지어 에티오피아의 고마움을 기념하고 있습니다. 이렇게 우리는 지리적으로는 멀지만, 피로 맺어진 우정을 나누는 사이입니다.소재?부품산업의 우리 경쟁력을 높인다면 그것은 우리 제조업 전체의 경쟁력을 높이고, 제조업의 수익성을 높이게 될 것입니다. 마침 소재?부품?장비 산업에 투자하는 펀드가 농협에서 만들어져 저도 가입해서 힘을 보태야겠다고 생각 했습니다. 많은 국민들께서도 힘을 보태 주시기를 바랍니다. 현대모비스가 대기업으로는 처음 해외사업장을 국내로 복귀시켜 울산으로 이전하고, 5개의 자동차 부품기업도 함께 돌아옵니다. 어려운 시기에 유망한 기업들의 국내 유턴은 우리 경제에 희망을 줍니다. 앞으로도 정부는 국내 복귀를 위해 투자하는 기업들에게 아낌없는 지지와 응원을 보낼 것입니다. 일본은 정직해야 합니다. 일본은 경제 보복의 이유조차도 정직하게 밝히지 않고 있습니다. 근거없이 수시로 말을 바꾸며 경제보복을 합리화하려 하고 있습니다. 일본 정부가 어떤 이유로 변명하든 과거사 문제를 경제 문제와 연계시킨 것이 분명한데 대단히 솔직하지 못한 태도입니다.",5699.166667,9700.666667,[0.03482933 0.26383668],1
